sdg,doi,keys
quality-education,10.1787_9789264087736-en,"[{'key': 'Disadvantaged Schools', 'link': 'https://sdg-pathfinder.org/topic/disadvantaged-schools'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Vocational Education And Training', 'link': 'https://sdg-pathfinder.org/topic/vocational-education-and-training'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Vocational Education And Training System', 'link': 'https://sdg-pathfinder.org/topic/vocational-education-and-training-system'}, {'key': 'Vocational Education And Training', 'link': 'https://sdg-pathfinder.org/topic/vocational-education-and-training'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Vocational Education And Training', 'link': 'https://sdg-pathfinder.org/topic/vocational-education-and-training'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Early Childhood Education And Care Services', 'link': 'https://sdg-pathfinder.org/topic/early-childhood-education-and-care-services'}, {'key': 'Lifelong Learning', 'link': 'https://sdg-pathfinder.org/topic/lifelong-learning'}, {'key': 'Tertiary Education', 'link': 'https://sdg-pathfinder.org/topic/tertiary-education'}, {'key': 'Adult Skills', 'link': 'https://sdg-pathfinder.org/topic/adult-skills'}, {'key': 'Early Childhood Education', 'link': 'https://sdg-pathfinder.org/topic/early-childhood-education'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Indigenous Students', 'link': 'https://sdg-pathfinder.org/topic/indigenous-students'}, {'key': 'Indigenous Peoples', 'link': 'https://sdg-pathfinder.org/topic/indigenous-peoples'}, {'key': 'Indigenous Children', 'link': 'https://sdg-pathfinder.org/topic/indigenous-children'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Pupil Teacher Ratio', 'link': 'https://sdg-pathfinder.org/topic/pupil-teacher-ratio'}, {'key': 'International Standard Classification Of Education', 'link': 'https://sdg-pathfinder.org/topic/international-standard-classification-of-education'}, {'key': 'Net Enrolment Rate', 'link': 'https://sdg-pathfinder.org/topic/net-enrolment-rate'}, {'key': 'Pre-primary Education', 'link': 'https://sdg-pathfinder.org/topic/pre-primary-education'}, {'key': 'Primary School Age', 'link': 'https://sdg-pathfinder.org/topic/primary-school-age'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Diverse Classrooms', 'link': 'https://sdg-pathfinder.org/topic/diverse-classrooms'}, {'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}, {'key': 'Initial Teacher Education', 'link': 'https://sdg-pathfinder.org/topic/initial-teacher-education'}, {'key': 'Teacher Education', 'link': 'https://sdg-pathfinder.org/topic/teacher-education'}, {'key': 'Professional Development', 'link': 'https://sdg-pathfinder.org/topic/professional-development'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Innovative Learning Environments', 'link': 'https://sdg-pathfinder.org/topic/innovative-learning-environments'}, {'key': 'Learning Principles', 'link': 'https://sdg-pathfinder.org/topic/learning-principles'}, {'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}, {'key': 'Co-operative Learning', 'link': 'https://sdg-pathfinder.org/topic/co-operative-learning'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Indigenous Peoples', 'link': 'https://sdg-pathfinder.org/topic/indigenous-peoples'}, {'key': 'Mobile Schools', 'link': 'https://sdg-pathfinder.org/topic/mobile-schools'}, {'key': 'Indigenous Languages', 'link': 'https://sdg-pathfinder.org/topic/indigenous-languages'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Vocational Education And Training', 'link': 'https://sdg-pathfinder.org/topic/vocational-education-and-training'}, {'key': 'School Buildings', 'link': 'https://sdg-pathfinder.org/topic/school-buildings'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Learning Principles', 'link': 'https://sdg-pathfinder.org/topic/learning-principles'}, {'key': 'Innovative Learning Environments', 'link': 'https://sdg-pathfinder.org/topic/innovative-learning-environments'}, {'key': 'Learning Environment', 'link': 'https://sdg-pathfinder.org/topic/learning-environment'}, {'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Vocational Education And Training', 'link': 'https://sdg-pathfinder.org/topic/vocational-education-and-training'}, {'key': 'Higher Vocational Education', 'link': 'https://sdg-pathfinder.org/topic/higher-vocational-education'}, {'key': 'Professional Programmes', 'link': 'https://sdg-pathfinder.org/topic/professional-programmes'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Student Achievement', 'link': 'https://sdg-pathfinder.org/topic/student-achievement'}, {'key': 'Literacy And Numeracy', 'link': 'https://sdg-pathfinder.org/topic/literacy-and-numeracy'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Higher Education Institutions', 'link': 'https://sdg-pathfinder.org/topic/higher-education-institutions'}, {'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}, {'key': 'Compulsory Education', 'link': 'https://sdg-pathfinder.org/topic/compulsory-education'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Open Educational Resources', 'link': 'https://sdg-pathfinder.org/topic/open-educational-resources'}, {'key': 'Educational Resources', 'link': 'https://sdg-pathfinder.org/topic/educational-resources'}, {'key': 'Learning Environment', 'link': 'https://sdg-pathfinder.org/topic/learning-environment'}]"
quality-education,10.1787_9789264087736-en,"[{'key': 'Teachers', 'link': 'https://sdg-pathfinder.org/topic/teachers'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Entitlements', 'link': 'https://sdg-pathfinder.org/topic/water-entitlements'}, {'key': 'Water Charges', 'link': 'https://sdg-pathfinder.org/topic/water-charges'}, {'key': 'Flood Risk Management', 'link': 'https://sdg-pathfinder.org/topic/flood-risk-management'}, {'key': 'Irrigation', 'link': 'https://sdg-pathfinder.org/topic/irrigation'}, {'key': 'Water Policy Reforms', 'link': 'https://sdg-pathfinder.org/topic/water-policy-reforms'}, {'key': 'Water Use', 'link': 'https://sdg-pathfinder.org/topic/water-use'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Security', 'link': 'https://sdg-pathfinder.org/topic/water-security'}, {'key': 'Severe Water Stress', 'link': 'https://sdg-pathfinder.org/topic/severe-water-stress'}, {'key': 'Safe Drinking Water', 'link': 'https://sdg-pathfinder.org/topic/safe-drinking-water'}, {'key': 'Water Stress', 'link': 'https://sdg-pathfinder.org/topic/water-stress'}, {'key': 'Efficient Water Use', 'link': 'https://sdg-pathfinder.org/topic/efficient-water-use'}, {'key': 'Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/sanitation-services'}, {'key': 'Water Infrastructure', 'link': 'https://sdg-pathfinder.org/topic/water-infrastructure'}, {'key': 'Water Allocation', 'link': 'https://sdg-pathfinder.org/topic/water-allocation'}, {'key': 'Water Use', 'link': 'https://sdg-pathfinder.org/topic/water-use'}, {'key': 'Water Policy', 'link': 'https://sdg-pathfinder.org/topic/water-policy'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Ecosystem Services', 'link': 'https://sdg-pathfinder.org/topic/ecosystem-services'}, {'key': 'Water Framework Directive', 'link': 'https://sdg-pathfinder.org/topic/water-framework-directive'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Surface Water Bodies', 'link': 'https://sdg-pathfinder.org/topic/surface-water-bodies'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Water Tariffs', 'link': 'https://sdg-pathfinder.org/topic/water-tariffs'}, {'key': 'Water Supply', 'link': 'https://sdg-pathfinder.org/topic/water-supply'}, {'key': 'Drinking Water Supply', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-supply'}, {'key': 'Water Supply Systems', 'link': 'https://sdg-pathfinder.org/topic/water-supply-systems'}, {'key': 'Groundwater', 'link': 'https://sdg-pathfinder.org/topic/groundwater'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Regional Water Authorities', 'link': 'https://sdg-pathfinder.org/topic/regional-water-authorities'}, {'key': 'Wastewater Treatment', 'link': 'https://sdg-pathfinder.org/topic/wastewater-treatment'}, {'key': 'Water Authorities', 'link': 'https://sdg-pathfinder.org/topic/water-authorities'}, {'key': 'Water Management', 'link': 'https://sdg-pathfinder.org/topic/water-management'}, {'key': 'Regional Water', 'link': 'https://sdg-pathfinder.org/topic/regional-water'}, {'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Drinking Water Supply', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-supply'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/sanitation-services'}, {'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}, {'key': 'Water Services', 'link': 'https://sdg-pathfinder.org/topic/water-services'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Transboundary Water Management', 'link': 'https://sdg-pathfinder.org/topic/transboundary-water-management'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Transboundary Cooperation', 'link': 'https://sdg-pathfinder.org/topic/transboundary-cooperation'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}, {'key': 'Water Allocation', 'link': 'https://sdg-pathfinder.org/topic/water-allocation'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Transboundary Basins', 'link': 'https://sdg-pathfinder.org/topic/transboundary-basins'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}, {'key': 'Transboundary Water Management', 'link': 'https://sdg-pathfinder.org/topic/transboundary-water-management'}, {'key': 'Transboundary Cooperation', 'link': 'https://sdg-pathfinder.org/topic/transboundary-cooperation'}, {'key': 'Aquifer System', 'link': 'https://sdg-pathfinder.org/topic/aquifer-system'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}, {'key': 'Riparian Countries', 'link': 'https://sdg-pathfinder.org/topic/riparian-countries'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/water-resources-management'}, {'key': 'Water Services', 'link': 'https://sdg-pathfinder.org/topic/water-services'}, {'key': 'Water Management', 'link': 'https://sdg-pathfinder.org/topic/water-management'}, {'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Water Sector', 'link': 'https://sdg-pathfinder.org/topic/water-sector'}, {'key': 'Water Framework Directive', 'link': 'https://sdg-pathfinder.org/topic/water-framework-directive'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'River Basin Organisations', 'link': 'https://sdg-pathfinder.org/topic/river-basin-organisations'}, {'key': 'Water Sector', 'link': 'https://sdg-pathfinder.org/topic/water-sector'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/water-resources-management'}, {'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Water Management', 'link': 'https://sdg-pathfinder.org/topic/water-management'}, {'key': 'Wastewater Treatment', 'link': 'https://sdg-pathfinder.org/topic/wastewater-treatment'}, {'key': 'River Basin Management Plans', 'link': 'https://sdg-pathfinder.org/topic/river-basin-management-plans'}, {'key': 'Improved Water Source', 'link': 'https://sdg-pathfinder.org/topic/improved-water-source'}, {'key': 'Flood', 'link': 'https://sdg-pathfinder.org/topic/flood'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Stress', 'link': 'https://sdg-pathfinder.org/topic/water-stress'}, {'key': 'Water Use', 'link': 'https://sdg-pathfinder.org/topic/water-use'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Transboundary Cooperation', 'link': 'https://sdg-pathfinder.org/topic/transboundary-cooperation'}, {'key': 'Integrated Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/integrated-water-resources-management'}, {'key': 'Drinking Water', 'link': 'https://sdg-pathfinder.org/topic/drinking-water'}, {'key': 'Groundwater Resources', 'link': 'https://sdg-pathfinder.org/topic/groundwater-resources'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Policy', 'link': 'https://sdg-pathfinder.org/topic/water-policy'}, {'key': 'Water Policy Reforms', 'link': 'https://sdg-pathfinder.org/topic/water-policy-reforms'}, {'key': 'Improved Water Source', 'link': 'https://sdg-pathfinder.org/topic/improved-water-source'}, {'key': 'Improved Drinking Water Source', 'link': 'https://sdg-pathfinder.org/topic/improved-drinking-water-source'}, {'key': 'Severe Water Stress', 'link': 'https://sdg-pathfinder.org/topic/severe-water-stress'}, {'key': 'Water Demand', 'link': 'https://sdg-pathfinder.org/topic/water-demand'}, {'key': 'Water Reform', 'link': 'https://sdg-pathfinder.org/topic/water-reform'}, {'key': 'Alternative Water Sources', 'link': 'https://sdg-pathfinder.org/topic/alternative-water-sources'}, {'key': 'Basic Sanitation', 'link': 'https://sdg-pathfinder.org/topic/basic-sanitation'}, {'key': 'Wastewater Treatment Plants', 'link': 'https://sdg-pathfinder.org/topic/wastewater-treatment-plants'}, {'key': 'Rainwater Harvesting', 'link': 'https://sdg-pathfinder.org/topic/rainwater-harvesting'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Desalinated Water', 'link': 'https://sdg-pathfinder.org/topic/desalinated-water'}, {'key': 'Seawater Desalination', 'link': 'https://sdg-pathfinder.org/topic/seawater-desalination'}, {'key': 'Potable Water', 'link': 'https://sdg-pathfinder.org/topic/potable-water'}, {'key': 'Effluent', 'link': 'https://sdg-pathfinder.org/topic/effluent'}, {'key': 'Desalination', 'link': 'https://sdg-pathfinder.org/topic/desalination'}, {'key': 'Desalination Plants', 'link': 'https://sdg-pathfinder.org/topic/desalination-plants'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/sanitation-services'}, {'key': 'Water Supply', 'link': 'https://sdg-pathfinder.org/topic/water-supply'}, {'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water, Sanitation And Hygiene', 'link': 'https://sdg-pathfinder.org/topic/water-sanitation-and-hygiene'}, {'key': 'Integrated Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/integrated-water-resources-management'}, {'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Desalination', 'link': 'https://sdg-pathfinder.org/topic/desalination'}, {'key': 'Desalination Plants', 'link': 'https://sdg-pathfinder.org/topic/desalination-plants'}, {'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Water Rights', 'link': 'https://sdg-pathfinder.org/topic/water-rights'}, {'key': 'Drinking Water Supply', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-supply'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Rights', 'link': 'https://sdg-pathfinder.org/topic/water-rights'}, {'key': 'Irrigation', 'link': 'https://sdg-pathfinder.org/topic/irrigation'}, {'key': 'Groundwater', 'link': 'https://sdg-pathfinder.org/topic/groundwater'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/water-resources-management'}, {'key': 'Water Resources Development', 'link': 'https://sdg-pathfinder.org/topic/water-resources-development'}, {'key': 'Integrated Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/integrated-water-resources-management'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Aquifer System', 'link': 'https://sdg-pathfinder.org/topic/aquifer-system'}, {'key': 'Groundwater', 'link': 'https://sdg-pathfinder.org/topic/groundwater'}, {'key': 'Shared Water Resources', 'link': 'https://sdg-pathfinder.org/topic/shared-water-resources'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Sanitation Systems', 'link': 'https://sdg-pathfinder.org/topic/sanitation-systems'}, {'key': 'Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/sanitation-services'}, {'key': 'Hygiene Services', 'link': 'https://sdg-pathfinder.org/topic/hygiene-services'}, {'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Drinking Water', 'link': 'https://sdg-pathfinder.org/topic/drinking-water'}, {'key': 'Drinking Water Quality', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-quality'}, {'key': 'Transboundary Watercourses', 'link': 'https://sdg-pathfinder.org/topic/transboundary-watercourses'}, {'key': 'Water Ecosystems', 'link': 'https://sdg-pathfinder.org/topic/water-ecosystems'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Desalination', 'link': 'https://sdg-pathfinder.org/topic/desalination'}, {'key': 'Groundwater', 'link': 'https://sdg-pathfinder.org/topic/groundwater'}, {'key': 'Freshwater Resources', 'link': 'https://sdg-pathfinder.org/topic/freshwater-resources'}, {'key': 'Water Resources', 'link': 'https://sdg-pathfinder.org/topic/water-resources'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Drinking Water Standards', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-standards'}, {'key': 'Water Services', 'link': 'https://sdg-pathfinder.org/topic/water-services'}, {'key': 'Water Policy', 'link': 'https://sdg-pathfinder.org/topic/water-policy'}, {'key': 'Water Use', 'link': 'https://sdg-pathfinder.org/topic/water-use'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Urban Water Management', 'link': 'https://sdg-pathfinder.org/topic/urban-water-management'}, {'key': 'Water Policy', 'link': 'https://sdg-pathfinder.org/topic/water-policy'}, {'key': 'Water Sector', 'link': 'https://sdg-pathfinder.org/topic/water-sector'}, {'key': 'Water Management', 'link': 'https://sdg-pathfinder.org/topic/water-management'}, {'key': 'Water Services', 'link': 'https://sdg-pathfinder.org/topic/water-services'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Use Rights', 'link': 'https://sdg-pathfinder.org/topic/water-use-rights'}, {'key': 'Water Rights', 'link': 'https://sdg-pathfinder.org/topic/water-rights'}, {'key': 'Water Infrastructure', 'link': 'https://sdg-pathfinder.org/topic/water-infrastructure'}, {'key': 'Irrigation', 'link': 'https://sdg-pathfinder.org/topic/irrigation'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Scarcity', 'link': 'https://sdg-pathfinder.org/topic/water-scarcity'}, {'key': 'Water Reuse', 'link': 'https://sdg-pathfinder.org/topic/water-reuse'}, {'key': 'Water Use', 'link': 'https://sdg-pathfinder.org/topic/water-use'}, {'key': 'Irrigation', 'link': 'https://sdg-pathfinder.org/topic/irrigation'}, {'key': 'Water Demand', 'link': 'https://sdg-pathfinder.org/topic/water-demand'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Water Policy', 'link': 'https://sdg-pathfinder.org/topic/water-policy'}, {'key': 'Integrated Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/integrated-water-resources-management'}, {'key': 'River Basin Organisations', 'link': 'https://sdg-pathfinder.org/topic/river-basin-organisations'}, {'key': 'Water Management', 'link': 'https://sdg-pathfinder.org/topic/water-management'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Surface Water Resources', 'link': 'https://sdg-pathfinder.org/topic/surface-water-resources'}, {'key': 'Water Policy', 'link': 'https://sdg-pathfinder.org/topic/water-policy'}, {'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}, {'key': 'Water Resources', 'link': 'https://sdg-pathfinder.org/topic/water-resources'}, {'key': 'Wastewater Treatment', 'link': 'https://sdg-pathfinder.org/topic/wastewater-treatment'}, {'key': 'Irrigation', 'link': 'https://sdg-pathfinder.org/topic/irrigation'}, {'key': 'Groundwater', 'link': 'https://sdg-pathfinder.org/topic/groundwater'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Basic Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/basic-sanitation-services'}, {'key': 'Hygiene Services', 'link': 'https://sdg-pathfinder.org/topic/hygiene-services'}, {'key': 'Basic Drinking Water', 'link': 'https://sdg-pathfinder.org/topic/basic-drinking-water'}, {'key': 'Drinking Water', 'link': 'https://sdg-pathfinder.org/topic/drinking-water'}, {'key': 'Integrated Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/integrated-water-resources-management'}, {'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/sanitation-services'}, {'key': 'Affordable Water', 'link': 'https://sdg-pathfinder.org/topic/affordable-water'}, {'key': 'Water Stress', 'link': 'https://sdg-pathfinder.org/topic/water-stress'}, {'key': 'Hygiene', 'link': 'https://sdg-pathfinder.org/topic/hygiene'}, {'key': 'Open Defecation', 'link': 'https://sdg-pathfinder.org/topic/open-defecation'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Water Stress', 'link': 'https://sdg-pathfinder.org/topic/water-stress'}, {'key': 'Sanitation Services', 'link': 'https://sdg-pathfinder.org/topic/sanitation-services'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Blended Finance', 'link': 'https://sdg-pathfinder.org/topic/blended-finance'}, {'key': 'Water, Sanitation And Hygiene', 'link': 'https://sdg-pathfinder.org/topic/water-sanitation-and-hygiene'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Transboundary Cooperation', 'link': 'https://sdg-pathfinder.org/topic/transboundary-cooperation'}, {'key': 'Water Convention', 'link': 'https://sdg-pathfinder.org/topic/water-convention'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Transboundary Aquifers', 'link': 'https://sdg-pathfinder.org/topic/transboundary-aquifers'}, {'key': 'Transboundary Basins', 'link': 'https://sdg-pathfinder.org/topic/transboundary-basins'}, {'key': 'Transboundary Water Cooperation', 'link': 'https://sdg-pathfinder.org/topic/transboundary-water-cooperation'}, {'key': 'Aquifer System', 'link': 'https://sdg-pathfinder.org/topic/aquifer-system'}, {'key': 'Aquifers', 'link': 'https://sdg-pathfinder.org/topic/aquifers'}, {'key': 'Transboundary River', 'link': 'https://sdg-pathfinder.org/topic/transboundary-river'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}, {'key': 'Water Convention', 'link': 'https://sdg-pathfinder.org/topic/water-convention'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}, {'key': 'Transboundary Water', 'link': 'https://sdg-pathfinder.org/topic/transboundary-water'}, {'key': 'River Basin Management Plans', 'link': 'https://sdg-pathfinder.org/topic/river-basin-management-plans'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Basic Water Supply', 'link': 'https://sdg-pathfinder.org/topic/basic-water-supply'}, {'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}, {'key': 'Water Quality', 'link': 'https://sdg-pathfinder.org/topic/water-quality'}, {'key': 'Drinking Water Quality', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-quality'}, {'key': 'Water Services', 'link': 'https://sdg-pathfinder.org/topic/water-services'}, {'key': 'Drinking Water Supply', 'link': 'https://sdg-pathfinder.org/topic/drinking-water-supply'}, {'key': 'Water Supply Systems', 'link': 'https://sdg-pathfinder.org/topic/water-supply-systems'}, {'key': 'Water Supply', 'link': 'https://sdg-pathfinder.org/topic/water-supply'}, {'key': 'Wastewater Treatment', 'link': 'https://sdg-pathfinder.org/topic/wastewater-treatment'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Convention', 'link': 'https://sdg-pathfinder.org/topic/water-convention'}, {'key': 'Transboundary Water Management', 'link': 'https://sdg-pathfinder.org/topic/transboundary-water-management'}, {'key': 'River Basin Management Plans', 'link': 'https://sdg-pathfinder.org/topic/river-basin-management-plans'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}, {'key': 'Transboundary Water Cooperation', 'link': 'https://sdg-pathfinder.org/topic/transboundary-water-cooperation'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}, {'key': 'Centralized Water Supply Systems', 'link': 'https://sdg-pathfinder.org/topic/centralized-water-supply-systems'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Charges', 'link': 'https://sdg-pathfinder.org/topic/water-charges'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}, {'key': 'Water Governance', 'link': 'https://sdg-pathfinder.org/topic/water-governance'}, {'key': 'Water Resources Management', 'link': 'https://sdg-pathfinder.org/topic/water-resources-management'}, {'key': 'Water Management', 'link': 'https://sdg-pathfinder.org/topic/water-management'}, {'key': 'Water Resources', 'link': 'https://sdg-pathfinder.org/topic/water-resources'}, {'key': 'Basin', 'link': 'https://sdg-pathfinder.org/topic/basin'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'Water Supply And Sanitation', 'link': 'https://sdg-pathfinder.org/topic/water-supply-and-sanitation'}, {'key': 'Water Supply Systems', 'link': 'https://sdg-pathfinder.org/topic/water-supply-systems'}]"
clean-water,10.1787_9789264087736-en,"[{'key': 'River Water Quality', 'link': 'https://sdg-pathfinder.org/topic/river-water-quality'}, {'key': 'Water Quality', 'link': 'https://sdg-pathfinder.org/topic/water-quality'}, {'key': 'River Basin', 'link': 'https://sdg-pathfinder.org/topic/river-basin'}, {'key': 'Ecosystem Services', 'link': 'https://sdg-pathfinder.org/topic/ecosystem-services'}, {'key': 'River', 'link': 'https://sdg-pathfinder.org/topic/river'}, {'key': 'Wastewater', 'link': 'https://sdg-pathfinder.org/topic/wastewater'}]"
