sdg,fos_id,fos_name
SDG_16,2778759178,Master data management
SDG_16,128805008,Master equation
SDG_16,144090359,Materiality (law)
SDG_16,111964698,Matthew effect
SDG_16,44083865,Mean reciprocal rank
SDG_16,50091055,Measures of national income and output
SDG_16,144486260,Media event
SDG_16,167275870,Media system dependency theory
SDG_16,2775928558,Medipix
SDG_16,151989614,Mel-frequency cepstrum
SDG_16,2779079919,Memory box
SDG_16,2779793503,Message-oriented middleware
SDG_16,2909933650,Middle column
SDG_16,2780098792,Mine action
SDG_16,67174900,Minutiae
SDG_16,2780052528,Mobile community
SDG_16,2780967490,Mobile malware
SDG_16,2778898898,Mobile network operator
SDG_16,2908793332,Molecular Fingerprint
SDG_16,2780005421,Money laundering
SDG_16,110739175,Mosaic
SDG_16,83516960,Mosaic evolution
SDG_16,2910491271,Multiple markers
SDG_16,14982408,Network Access Control
SDG_16,50747538,Network forensics
SDG_16,2780358027,Neurotoxin
SDG_16,152568617,Neutron
SDG_16,89136471,Neutron detection
SDG_16,184186437,Neutron generator
SDG_16,73649233,Neutron probe
SDG_16,84952885,Neutron stimulated emission computed tomography
SDG_16,50776230,Neutron time-of-flight scattering
SDG_16,147027905,Nicol prism
SDG_16,78299736,Nomarski prism
SDG_16,134801348,Non-response bias
SDG_16,53076038,Oblivious transfer
SDG_16,2779714858,On the Peace
SDG_16,2909071857,On-Protocol
SDG_16,2780656832,Online discussion
SDG_16,2780542009,Online identity
SDG_16,137405303,Online participation
SDG_16,16759151,Online presence management
SDG_16,203094294,Online research methods
SDG_16,98893333,Ontology alignment
SDG_16,123326733,Open architecture
SDG_16,123583881,Open format
SDG_16,18362487,Operational acceptance testing
SDG_16,35788789,Otway–Rees protocol
SDG_16,183617614,Over-the-horizon radar
SDG_16,2779073994,Pact
SDG_16,138569888,Panopticon
SDG_16,2779792404,Paralytic shellfish poisoning
SDG_16,2778517334,Parental leave
SDG_16,2777008152,Partial payment
SDG_16,183680338,Particle detector
SDG_16,151120012,Passive radar
SDG_16,2780342482,Patent office
SDG_16,115910719,Patent troll
SDG_16,153692070,Payload
SDG_16,134066672,Payload (computing)
SDG_16,145097563,Payment
SDG_16,35637245,Payment order
SDG_16,2776623338,Payment schedule
SDG_16,185822510,Payment service provider
SDG_16,2776983043,Payment system
SDG_16,2776486069,Pentaerythritol tetranitrate
SDG_16,155051475,Pentaprism
SDG_16,2780668467,Personal protective equipment
SDG_16,2777286522,Photoacoustic spectroscopy
SDG_16,8643368,Physical unclonable function
SDG_16,2777657240,Piezoelectric speaker
SDG_16,2780003111,Pixel geometry
SDG_16,190771501,Plastic explosive
SDG_16,2781196315,Police legitimacy
SDG_16,26834231,Political sociology
SDG_16,2777482191,Political structure
SDG_16,196156399,Portable Executable
SDG_16,73712438,Position of trust
SDG_16,71743495,Power analysis
SDG_16,186293655,Precipitation types
SDG_16,2908556616,Pressure suit
SDG_16,67666897,Prism
SDG_16,167693441,Privacy for research participants
SDG_16,175968658,Privacy laws of the United States
SDG_16,2910490378,Proactive Inhibition
SDG_16,142944206,Proactivity
SDG_16,158531012,Probability of precipitation
SDG_16,5395021,Program evaluation
SDG_16,22241219,Protectionism
SDG_16,120892966,Protocol spoofing
SDG_16,191795016,Quad antenna
SDG_16,27826464,Quadrupole ion trap
SDG_16,103232671,Quadrupole mass analyzer
SDG_16,129724132,Quality time
SDG_16,75398719,Quantitative precipitation estimation
SDG_16,2778989422,Quantum beats
SDG_16,10929652,Radar imaging
SDG_16,154038757,Radioactive contamination
SDG_16,2779989747,Radiological warfare
SDG_16,164226766,Rank (graph theory)
SDG_16,1026927,Rank (linear algebra)
SDG_16,118248890,Ratio estimator
SDG_16,144709373,Real evidence
SDG_16,176258234,Real image
SDG_16,2778908344,Reference monitor
SDG_16,83975546,Related-key attack
SDG_16,2908584300,Release - action
SDG_16,2777842450,Release agent
SDG_16,2780986262,Release notes
SDG_16,158154518,Relevance (law)
SDG_16,2908935257,Report (document)
SDG_16,2910048382,Report evaluation
SDG_16,27357055,Reservation of rights
SDG_16,56281022,Resizing
SDG_16,2781330901,Restorative justice
SDG_16,2780164666,Restorative practices
SDG_16,2775892892,Revocation
SDG_16,2777200438,Ricin
SDG_16,2909309735,Ricin toxin
SDG_16,107584723,Risk-adjusted return on capital
SDG_16,67226441,Robust statistics
SDG_16,45567728,Role-based access control
SDG_16,2777549818,Roof prism
SDG_16,2779619698,Rules of evidence
SDG_16,45737032,S-box
SDG_16,2777646408,Saxitoxin
SDG_16,2779751349,Scanner
SDG_16,114445506,Secondary surveillance radar
SDG_16,18396474,Secure multi-party computation
SDG_16,13652956,Secure two-party computation
SDG_16,131275738,Security bug
SDG_16,2776711565,Security parameter
SDG_16,2779280868,Security question
SDG_16,150018143,Security theater
SDG_16,179302884,Selected ion monitoring
SDG_16,2780723106,Self-governance
SDG_16,148704626,Semiconductor detector
SDG_16,83616695,Semtex
SDG_16,45326173,Sepia
SDG_16,49289754,Side channel attack
SDG_16,114938261,Signage
SDG_16,74370796,Signature recognition
SDG_16,145804949,Situation awareness
SDG_16,2779300802,Skull
SDG_16,2910486168,Skull Base Neoplasm
SDG_16,2911024786,Skull Base Tumor
SDG_16,2776898426,Skull roof
SDG_16,2909377819,Skull surface
SDG_16,115314053,Slack bus
SDG_16,196690852,Social analytics
SDG_16,60136833,Social media optimization
SDG_16,2777671340,Social rights
SDG_16,45355965,Socioeconomics
SDG_16,2777629068,Soft biometrics
SDG_16,25566979,Software analysis pattern
SDG_16,149091818,Software system
SDG_16,2776831955,Somali
SDG_16,124219066,Space suit
SDG_16,167900197,Spoofing attack
SDG_16,2779288016,State of emergency
SDG_16,107027933,Stream processing
SDG_16,2777611316,Streaming data
SDG_16,2776904728,Strong authentication
SDG_16,2778764671,Supply-chain operations reference
SDG_16,2778579508,System call
SDG_16,146667757,System in package
SDG_16,102213258,Tabula rasa
SDG_16,2778216119,Talos
SDG_16,203133693,Terrorism
SDG_16,2780648150,Test target
SDG_16,2776540713,Ticket
SDG_16,38635669,Ticket Granting Ticket
SDG_16,13459763,Touch DNA
SDG_16,180727682,Trace evidence
SDG_16,37771279,Transfer payments multiplier
SDG_16,2776040635,Trespass
SDG_16,154800190,Trust anchor
SDG_16,2777480472,Trust law
SDG_16,2780968727,Trust metric
SDG_16,2776831232,Trusted Computing
SDG_16,206149592,Trusted Network Connect
SDG_16,202775310,Trusted Platform Module
SDG_16,147346212,Trusted computing base
SDG_16,2780164529,Trusted operating system
SDG_16,2778565663,Trusted path
SDG_16,51945325,Trusted timestamping
SDG_16,22760457,Trustworthy computing
SDG_16,173836518,Tunnel Setup Protocol
SDG_16,2776889888,Unintended consequences
SDG_16,165751822,Universal composability
SDG_16,2776548393,Unmanned ground vehicle
SDG_16,181169782,Vertical integration
SDG_16,151211776,Video capture
SDG_16,106030495,Video compression picture types
SDG_16,2910110944,Vital activity
SDG_16,2780507753,Vital rates
SDG_16,182964821,Voice analysis
SDG_16,2778150766,Volatile organic compound
SDG_16,95713431,Vulnerability (computing)
SDG_16,8020162,Water gel explosive
SDG_16,85946185,Weather buoy
SDG_16,127613066,Web API
SDG_16,59241245,Web application security
SDG_16,97200028,Web engineering
SDG_16,75773760,Web threat
SDG_16,94643802,Wedge prism
SDG_16,180932941,White box
SDG_16,124086997,Wide Mouth Frog protocol
SDG_16,2910431462,Work release
SDG_16,2779352166,Worldwide Governance Indicators
SDG_16,2779886121,XACML
SDG_16,36914074,nobody
